id,region,latitude,longitude,accommodation_type,cost,minimum_nights,number_of_reviews,reviews_per_month,owner_id,owned_hotels,yearly_availability
46365,Brooklyn,40.62903,-73.89761999999999,Shared room,110,1,4,4.0,259776956,5,1
33118,Manhattan,40.75544,-73.99721,Shared room,64,30,5,0.55,190921808,47,1
366,Manhattan,40.725770000000004,-73.98745,Private room,249,5,166,1.68,251176,2,1
11961,Queens,40.76354,-73.91789,Private room,77,2,1,0.07,48372942,1,1
16049,Queens,40.72143,-73.8932,Shared room,58,1,37,0.97,68139551,3,1
10538,Brooklyn,40.69542,-73.93258,Entire home/apt,65,2,5,0.11,1903737,3,0
35377,Brooklyn,40.693709999999996,-73.94449,Entire home/apt,53,4,52,6.5,29953329,2,0
0,Brooklyn,40.647490000000005,-73.97237,Shared room,149,1,9,0.21,2787,6,1
21227,Brooklyn,40.658770000000004,-73.89631,Entire home/apt,100,1,68,2.27,18595156,1,1
18698,Manhattan,40.76938,-73.98689,Entire home/apt,160,3,4,0.28,92481239,1,0
48232,Manhattan,40.766870000000004,-73.98644,Private room,561,1,0,,266037277,1,1
34386,Manhattan,40.755790000000005,-73.9652,Private room,234,30,0,,200380610,65,1
36484,Queens,40.70002,-73.89364,Private room,35,7,1,0.11,194107668,1,1
12100,Manhattan,40.73491,-73.99231,Private room,250,53,2,0.05,24530091,1,1
11339,Manhattan,40.748670000000004,-73.96734000000001,Private room,1170,80,0,,30283594,121,1
25947,Brooklyn,40.62724,-73.93043,Private room,1700,1,0,,148391880,1,1
44477,Brooklyn,40.709920000000004,-73.94698000000001,Entire home/apt,100,1,4,2.03,258243498,3,1
34528,Manhattan,40.760290000000005,-73.99811,Private room,300,30,0,,200380610,65,1
25349,Brooklyn,40.64844,-73.96726,Entire home/apt,115,5,4,0.18,10217532,1,0
44273,Manhattan,40.739959999999996,-73.98971999999999,Private room,225,4,0,,18149022,1,1
26386,Manhattan,40.73247,-73.98297,Entire home/apt,196,2,47,2.26,7608106,1,0
42277,Queens,40.75705,-73.90697,Shared room,69,4,0,,9700935,1,0
11234,Manhattan,40.794940000000004,-73.96545,Private room,450,28,0,,43820172,1,1
37531,Brooklyn,40.68398,-73.94179,Entire home/apt,43,1,10,1.33,18272280,2,0
42991,Brooklyn,40.71573,-73.93887,Entire home/apt,110,4,5,2.63,251468079,1,0
28064,Manhattan,40.79943,-73.94386,Entire home/apt,89,2,52,2.75,48419413,1,0
35480,Manhattan,40.72244,-73.98194000000001,Entire home/apt,120,4,5,0.49,69878814,1,0
5761,Brooklyn,40.62735,-73.95704,Shared room,50,7,7,0.12,21782731,1,1
9905,Manhattan,40.76769,-73.99405,Private room,150,3,17,0.37,6684858,1,1
32169,Brooklyn,40.67431,-73.94065,Entire home/apt,150,5,2,0.15,188391102,2,1
36166,Manhattan,40.76591,-73.99493000000001,Entire home/apt,300,4,4,0.44,84720132,1,0
48050,Manhattan,40.739709999999995,-73.99611,Private room,1050,2,0,,63492343,1,1
40521,Manhattan,40.8166,-73.9407,Entire home/apt,80,3,13,3.45,34399492,1,0
22951,Manhattan,40.71947,-73.98638000000001,Entire home/apt,200,2,24,0.91,23356363,1,0
20832,Brooklyn,40.71281,-73.94246,Entire home/apt,100,4,48,2.16,13924244,1,0
683,Queens,40.74965,-73.89344,Shared room,54,5,56,0.66,1267021,3,1
36880,Manhattan,40.8229,-73.94287,Entire home/apt,150,10,0,,4555996,2,0
36576,Brooklyn,40.65554,-73.9184,Private room,70,7,0,,94214493,9,1
37069,Brooklyn,40.58056,-73.96313,Private room,100,1,4,0.56,167620568,2,1
26027,Manhattan,40.813159999999996,-73.95176,Private room,69,2,2,0.1,57049951,9,1
17284,Brooklyn,40.64569,-74.00784,Shared room,89,10,3,0.09,46370904,1,0
18903,Brooklyn,40.666920000000005,-73.95205,Shared room,105,1,7,0.21,94782931,1,0
24272,Manhattan,40.73384,-73.99616,Private room,499,30,10,0.44,5339759,1,1
30332,Brooklyn,40.69012,-73.99221,Entire home/apt,80,1,14,0.87,22820185,1,0
35894,Bronx,40.83739,-73.91118,Entire home/apt,26,1,20,2.07,215183568,1,0
9580,Brooklyn,40.68396,-73.92872,Entire home/apt,159,7,6,0.19,3484734,1,0
44944,Queens,40.72654,-73.86077,Shared room,100,1,7,4.04,260299060,1,0
38160,Bronx,40.86975,-73.84669,Entire home/apt,75,1,7,0.93,22694324,1,0
40310,Queens,40.70698,-73.91599000000001,Private room,175,6,2,0.4,233924381,1,1
46591,Brooklyn,40.65377,-73.95926999999999,Entire home/apt,69,2,3,3.0,266035174,1,0
44476,Queens,40.60412,-73.75163,Entire home/apt,875,2,0,,125320407,5,1
20108,Manhattan,40.75362,-73.97332,Private room,799,3,1,0.03,69545883,12,1
12056,Queens,40.66203,-73.7698,Private room,200,30,68,1.66,48638439,2,1
13503,Manhattan,40.73061,-73.98335,Entire home/apt,100,2,51,1.19,51850937,3,0
43291,Manhattan,40.74385,-73.97669,Private room,100,4,25,8.24,54023713,1,0
19715,Queens,40.74481,-73.91671,Shared room,139,1,3,0.12,83627325,4,1
43894,Manhattan,40.80298,-73.95375,Entire home/apt,20,1,0,,274333,3,0
33985,Manhattan,40.7904,-73.94785,Shared room,113,2,13,5.13,80533986,1,0
38349,Brooklyn,40.708870000000005,-73.92154000000001,Shared room,200,3,1,0.16,949070,1,0
34366,Manhattan,40.75909,-73.96398,Private room,154,30,0,,200380610,65,1
10550,Manhattan,40.71475,-73.99257,Private room,130,180,15,0.35,42788707,1,1
22507,Manhattan,40.73218,-73.98815,Private room,285,30,0,,2856748,49,1
35652,Brooklyn,40.732859999999995,-73.95085999999999,Shared room,99,1,5,0.51,213781715,33,1
38556,Manhattan,40.799490000000006,-73.93531,Shared room,149,7,1,0.16,28613272,1,0
24058,Brooklyn,40.68254,-73.99207,Private room,450,4,11,0.44,14140453,1,0
19682,Manhattan,40.7617,-73.99762,Private room,275,30,2,0.08,30283594,121,1
37730,Manhattan,40.755109999999995,-73.99531999999999,Private room,75,7,4,0.59,190921808,47,1
48616,Manhattan,40.75982,-73.98662,Shared room,400,2,0,,119005168,1,0
19236,Manhattan,40.78065,-73.98253000000001,Shared room,1000,30,17,0.51,836168,11,1
37622,Manhattan,40.73328,-73.99431,Shared room,150,7,0,,26310763,1,0
4377,Brooklyn,40.69137,-73.96723,Private room,8000,1,1,0.03,1177497,11,1
41878,Manhattan,40.81393,-73.93632,Shared room,35,1,4,1.11,47518086,1,0
17086,Brooklyn,40.62978,-73.96207,Entire home/apt,70,6,70,2.12,19163998,1,0
4236,Manhattan,40.72105,-73.9814,Private room,100,1,1,0.07,10870477,1,1
43337,Manhattan,40.76928,-73.94855,Entire home/apt,140,2,11,3.93,19407341,1,0
14755,Brooklyn,40.71976,-73.94234,Shared room,105,180,10,0.25,49572092,1,0
40740,Manhattan,40.74125,-73.99876,Entire home/apt,200,2,4,0.85,236896088,1,0
42292,Manhattan,40.70966,-74.01644,Private room,69,2,3,0.93,246422621,1,0
19319,Queens,40.70899,-73.82814,Private room,90,90,0,,42151184,1,1
47991,Manhattan,40.73708,-73.98826,Shared room,180,3,0,,10117927,1,0
39726,Manhattan,40.76927,-73.98477,Entire home/apt,90,3,5,0.77,87505316,1,0
1262,Brooklyn,40.718720000000005,-73.96042,Entire home/apt,189,4,33,0.44,1879389,2,0
44111,Queens,40.696220000000004,-73.84634,Private room,60,1,3,1.76,257053267,1,1
35543,Queens,40.6844,-73.74601,Private room,250,1,2,0.2,213111794,4,1
8477,Manhattan,40.81698,-73.95259,Entire home/apt,115,3,71,1.43,25865233,1,0
5459,Brooklyn,40.65101,-73.95517,Private room,95,3,0,,7739416,1,1
3271,Brooklyn,40.68508,-73.97393000000001,Entire home/apt,69,2,12,0.18,1294674,1,0
37059,Brooklyn,40.69379,-73.94384000000001,Entire home/apt,68,2,15,1.76,105386434,3,1
14894,Queens,40.75631,-73.90199,Private room,86,2,4,0.15,62978797,1,1
36070,Brooklyn,40.70126,-73.92076999999999,Private room,55,35,2,0.3,216235179,17,1
45981,Manhattan,40.71089,-73.99671,Entire home/apt,109,1,9,6.0,263777041,1,0
25386,Staten Island,40.595459999999996,-74.06092,Private room,800,7,0,,1715301,3,1
6421,Manhattan,40.72632,-74.00749,Private room,385,3,1,0.02,10476487,1,1
4986,Brooklyn,40.67089,-73.93323000000001,Shared room,99,2,8,0.17,3609048,3,1
18653,Manhattan,40.76144,-73.98849,Entire home/apt,100,2,16,0.47,8048669,1,0
23159,Manhattan,40.74863,-73.9767,Private room,150,30,0,,120762452,50,1
32673,Manhattan,40.74758,-73.97329,Private room,225,30,0,,2856748,49,1
39290,Brooklyn,40.70839,-73.9547,Entire home/apt,150,3,6,0.95,2199778,1,0
23674,Queens,40.70375,-73.90342,Private room,30,30,1,0.05,133802988,6,1
143,Queens,40.74028,-73.83168,Shared room,140,2,1,0.01,140025,1,0
33127,Brooklyn,40.69107,-73.90604,Private room,60,4,5,0.45,1004883,2,1
39545,Manhattan,40.72129,-74.0019,Private room,250,30,0,,230165497,4,1
42267,Queens,40.59384,-73.79392,Shared room,300,2,1,1.0,45364547,1,0
36356,Brooklyn,40.634159999999994,-74.00721999999999,Private room,50,2,0,,35927005,10,1
25111,Queens,40.77133,-73.92119,Private room,120,3,11,0.48,46801421,1,0
6599,Queens,40.77183,-73.90973000000001,Shared room,50,6,17,0.34,24597265,8,1
23000,Brooklyn,40.68647,-73.97531,Entire home/apt,130,5,1,0.05,50605761,1,0
45254,Brooklyn,40.6924,-73.91448000000001,Private room,44,31,0,,4297106,2,1
46541,Queens,40.726079999999996,-73.82038,Private room,199,1,0,,265812351,1,1
36340,Manhattan,40.75359,-73.97305,Shared room,175,2,2,0.22,49128620,1,0
38895,Manhattan,40.75655,-73.9969,Shared room,179,1,18,2.49,224414117,30,1
42130,Manhattan,40.76212,-73.9981,Private room,350,30,0,,30283594,121,1
47745,Manhattan,40.80778,-73.94762,Private room,200,120,0,,269970642,1,1
28649,Manhattan,40.80487,-73.95752,Private room,90,3,32,1.69,110142237,1,0
36076,Manhattan,40.75584,-73.99559,Shared room,120,7,4,0.44,190921808,47,1
26410,Brooklyn,40.67071,-73.95381,Entire home/apt,70,4,8,0.37,33167995,1,0
46557,Queens,40.66199,-73.76345,Private room,95,1,2,2.0,264043510,6,1
40820,Brooklyn,40.67378,-73.98299,Entire home/apt,285,5,9,1.86,237817180,1,0
37543,Brooklyn,40.69854,-73.94554000000001,Private room,75,3,15,2.47,94546995,1,0
10007,Brooklyn,40.64588,-73.94960999999999,Entire home/apt,100,1,2,0.05,40404813,1,1
34471,Brooklyn,40.6726,-73.98195,Entire home/apt,130,2,24,3.27,10849252,1,0
42104,Manhattan,40.76447,-73.9816,Entire home/apt,840,1,0,,244746656,4,0
37168,Brooklyn,40.70114,-73.91879,Shared room,50,30,1,0.45,216235179,17,1
42479,Brooklyn,40.7008,-73.9394,Private room,45,30,0,,248161322,14,1
31874,Queens,40.755390000000006,-73.83203,Entire home/apt,50,1,20,1.64,187908645,4,0
45459,Manhattan,40.82802,-73.94481999999999,Shared room,65,2,2,1.36,252356839,2,0
47005,Manhattan,40.72076,-73.9885,Shared room,170,5,1,1.0,65346107,1,0
29418,Manhattan,40.71082,-74.0176,Entire home/apt,94,1,65,3.68,63343926,1,0
12898,Manhattan,40.82391,-73.93881,Private room,80,1,28,0.72,50588394,1,1
29211,Manhattan,40.72052,-74.00365,Entire home/apt,499,14,23,1.27,3231509,4,0
36744,Brooklyn,40.69471,-73.90687,Private room,75,3,6,0.74,220060177,2,1
42345,Brooklyn,40.69148,-73.94994,Private room,300,5,1,0.42,10283936,1,0
24595,Brooklyn,40.68633,-73.97164000000001,Private room,180,2,15,0.64,3019399,1,0
1551,Brooklyn,40.70751,-73.9467,Private room,150,3,32,0.42,240471,2,1
44096,Manhattan,40.804829999999995,-73.95553000000001,Private room,550,1,0,,256998898,3,1
4537,Brooklyn,40.68695,-73.95427,Private room,500,1,28,0.71,3323488,2,1
9080,Manhattan,40.74438,-74.00178000000001,Shared room,150,3,2,0.05,19228782,1,0
23773,Queens,40.70508,-73.90217,Shared room,26,31,5,0.22,134293540,4,1
40197,Manhattan,40.84258,-73.93789,Private room,100,30,9,1.42,107578852,2,1
44496,Manhattan,40.80249,-73.96729,Entire home/apt,45,3,3,2.05,195863013,1,0
38823,Brooklyn,40.71434,-73.9398,Private room,90,1,0,,228253636,1,1
26659,Manhattan,40.74872,-73.97700999999999,Private room,150,30,1,0.05,120762452,50,1
34314,Manhattan,40.81308,-73.95993,Shared room,45,31,1,0.1,23619449,1,0
32645,Brooklyn,40.71577,-73.9553,Entire home/apt,295,3,11,0.87,9038810,1,0
9295,Manhattan,40.70668,-74.00913,Private room,160,200,0,,2252859,1,1
17014,Manhattan,40.726279999999996,-73.97952,Entire home/apt,67,4,11,0.3,24222,2,0
45637,Bronx,40.80464,-73.92575,Private room,125,14,0,,34655986,1,1
42389,Manhattan,40.70937,-74.00531,Private room,300,3,0,,75064270,2,1
4781,Manhattan,40.781929999999996,-73.94884,Shared room,300,30,3,0.05,15310997,9,1
12003,Brooklyn,40.71294,-73.96224000000001,Entire home/apt,161,2,21,0.48,3311487,3,0
13725,Brooklyn,40.67843,-73.98393,Shared room,99,1,176,4.14,33213436,8,1
46592,Queens,40.6626,-73.76349,Private room,90,1,1,1.0,264043510,6,1
18104,Manhattan,40.86531,-73.92725,Private room,50,1,39,1.11,2584371,1,0
3626,Queens,40.70218,-73.91005,Private room,100,7,14,0.24,11079245,1,1
569,Brooklyn,40.700509999999994,-73.92204,Shared room,40,1,1,0.37,293130,1,0
48019,Manhattan,40.71467,-73.98985,Shared room,209,3,0,,4239407,2,0
2183,Brooklyn,40.6627,-73.95875,Private room,75,5,8,0.11,4937803,1,1
23979,Brooklyn,40.6746,-73.94651999999999,Private room,80,1,5,0.22,134808051,1,1
24381,Brooklyn,40.72842,-73.9421,Entire home/apt,43,4,4,0.34,138052282,1,0
26042,Brooklyn,40.6958,-73.91362,Entire home/apt,49,2,71,3.22,30536963,1,0
44318,Manhattan,40.76085,-73.99221999999999,Shared room,168,3,2,1.13,78261482,2,0
25695,Staten Island,40.63975,-74.07774,Private room,70,31,0,,66798529,1,1
45337,Brooklyn,40.68952,-73.90919,Private room,349,2,1,0.58,220762164,4,1
18432,Brooklyn,40.58721,-73.96018000000001,Private room,100,20,0,,34264721,1,1
34968,Brooklyn,40.69088,-73.95018,Shared room,65,30,30,2.84,24762401,4,1
16401,Manhattan,40.74855,-73.98019000000001,Private room,199,30,2,0.06,22541573,87,1
29549,Manhattan,40.751290000000004,-73.9698,Private room,170,30,0,,165898555,7,1
35085,Bronx,40.82952,-73.82818,Shared room,140,1,31,3.01,152246149,5,1
6806,Brooklyn,40.692679999999996,-73.95575,Private room,70,2,6,0.12,1968327,1,1
38642,Queens,40.72994,-73.86986999999999,Entire home/apt,45,2,11,1.73,218336964,4,0
9705,Brooklyn,40.72435,-73.95154000000001,Entire home/apt,95,1,119,2.57,12738054,2,0
31827,Queens,40.66872,-73.79417,Private room,48,3,15,1.18,156716488,2,1
17811,Queens,40.72064,-73.83746,Private room,2350,365,0,,41870118,1,1
4640,Brooklyn,40.66592,-73.99434000000001,Private room,158,30,1,0.14,16437254,21,1
36420,Brooklyn,40.69464,-73.95259,Shared room,63,30,16,1.8,23188519,6,1
2467,Brooklyn,40.69324,-73.93217,Entire home/apt,125,1,153,2.21,6781477,1,0
47511,Queens,40.747859999999996,-73.93889,Shared room,46,1,0,,221012726,1,0
22413,Manhattan,40.704809999999995,-74.00805,Private room,270,30,0,,22541573,87,1
42665,Queens,40.77067,-73.78278,Entire home/apt,55,2,37,10.37,42540127,1,0
1553,Manhattan,40.79507,-73.97568000000001,Private room,900,1,7,0.09,3606458,2,1
18224,Queens,40.65045,-73.74596,Shared room,150,2,3,0.08,84810879,3,1
46053,Brooklyn,40.68538,-73.94637,Private room,140,1,0,,263994272,3,1
12458,Manhattan,40.72546,-74.00036,Shared room,450,3,12,0.28,49645950,2,0
37313,Manhattan,40.750240000000005,-73.99686,Entire home/apt,189,1,7,0.86,23954256,1,0
35583,Brooklyn,40.67852,-73.97308000000001,Entire home/apt,75,2,11,1.24,73640551,2,0
36131,Brooklyn,40.642140000000005,-73.99237,Shared room,31,5,7,0.78,213208277,8,1
19684,Manhattan,40.71634,-74.00505,Private room,1500,2,4,0.12,46990279,1,1
35998,Brooklyn,40.69313,-73.95533,Shared room,39,1,13,1.33,119669058,34,1
18166,Manhattan,40.756370000000004,-73.96338,Private room,379,20,0,,10388850,1,1
38555,Brooklyn,40.69684,-73.92241,Shared room,100,2,1,0.16,91427536,2,0
44391,Manhattan,40.749520000000004,-73.99671,Private room,199,1,0,,252604696,20,1
29700,Brooklyn,40.71286,-73.95648,Private room,175,3,0,,168613171,1,1
2110,Brooklyn,40.69437,-73.94519,Shared room,89,1,21,0.3,1865527,3,1
15530,Manhattan,40.72804,-73.98867,Entire home/apt,155,5,12,0.31,5206786,1,0
16393,Manhattan,40.74729,-74.00244,Entire home/apt,154,2,23,0.62,988088,1,0
44433,Brooklyn,40.67978,-73.96231,Private room,335,2,1,1.0,831185,3,1
1605,Manhattan,40.805170000000004,-73.95404,Private room,80,1,135,1.67,3779334,1,1
16922,Queens,40.70789,-73.83333,Private room,150,1,0,,31376201,3,1
1607,Brooklyn,40.64431,-74.00016,Private room,70,1,139,1.7,3787686,1,1
43021,Manhattan,40.70969,-74.00575,Private room,169,7,0,,5144567,13,1
30901,Manhattan,40.868159999999996,-73.93131,Private room,100,1,3,0.22,5371388,1,0
47948,Queens,40.774409999999996,-73.93641,Shared room,50,2,1,1.0,259683021,1,0
1287,Brooklyn,40.679809999999996,-73.97967,Private room,152,2,23,0.27,2647043,1,1
44236,Queens,40.66714,-73.77664,Shared room,50,1,5,2.34,123506305,3,1
40780,Brooklyn,40.727129999999995,-73.95509,Shared room,150,1,1,0.21,108150300,2,0
2230,Manhattan,40.71886,-73.98496999999999,Private room,350,3,7,0.1,4128399,1,1
31892,Manhattan,40.804390000000005,-73.96755,Entire home/apt,120,2,16,1.51,188169807,1,0
10440,Brooklyn,40.71212,-73.95888000000001,Private room,170,3,36,0.77,3318161,1,0
36560,Brooklyn,40.63655,-73.91065,Entire home/apt,78,1,10,2.17,219012245,1,0
19284,Manhattan,40.7739,-73.94782,Entire home/apt,78,1,73,2.18,51007432,1,0
12068,Manhattan,40.74538,-73.98313,Private room,285,31,5,0.12,13838573,1,1
46118,Manhattan,40.82622,-73.93489,Private room,50,1,0,,218259081,1,1
20889,Manhattan,40.76501,-73.98076,Private room,895,2,0,,2677753,1,1
8744,Manhattan,40.75549,-73.97149,Private room,450,2,2,0.04,35149173,1,1
44716,Manhattan,40.80625,-73.94694,Private room,115,3,0,,4852748,6,1
14495,Brooklyn,40.6885,-73.99526,Entire home/apt,160,2,205,5.08,59922151,1,0
7637,Manhattan,40.79733,-73.9363,Entire home/apt,96,21,14,1.38,24911518,1,0
2318,Manhattan,40.80815,-73.94325,Shared room,70,28,16,0.22,6165258,3,1
35563,Brooklyn,40.641890000000004,-73.99356999999999,Shared room,60,5,5,0.53,213208277,8,1
4715,Brooklyn,40.70247,-73.92061,Entire home/apt,65,1,0,,1498951,1,0
19782,Manhattan,40.8349,-73.94829,Entire home/apt,150,3,36,1.13,99602138,1,0
18453,Manhattan,40.71947,-73.98581,Entire home/apt,200,2,22,0.64,25760832,1,0
36704,Brooklyn,40.6339,-74.03049,Entire home/apt,65,1,10,1.13,31760835,4,0
2038,Manhattan,40.801,-73.94009,Private room,100,30,0,,4599027,2,1
14429,Manhattan,40.72152,-73.97999,Private room,65,2,4,0.1,47625541,2,0
40957,Brooklyn,40.65719,-73.95421,Shared room,30,4,2,0.81,7261749,1,0
32993,Brooklyn,40.676390000000005,-73.94714,Entire home/apt,200,1,15,1.42,7193111,1,0
15934,Brooklyn,40.72846,-73.95033000000001,Entire home/apt,70,2,21,0.54,17204066,1,0
25802,Manhattan,40.77068,-73.98674,Private room,229,30,0,,76104209,33,1
750,Brooklyn,40.71028,-73.96128,Private room,75,2,5,0.06,1315849,2,1
20728,Manhattan,40.7151,-73.98661,Entire home/apt,180,3,49,1.58,83185960,1,0
8299,Manhattan,40.732490000000006,-73.9887,Private room,200,30,8,0.16,1245695,1,1
42411,Manhattan,40.76142,-73.96493000000001,Shared room,199,1,1,0.26,247649713,1,0
2903,Manhattan,40.72047,-74.00049,Entire home/apt,275,2,6,0.51,1253125,1,0
9135,Brooklyn,40.69347,-73.90703,Entire home/apt,50,30,2,0.04,18260299,6,0
13355,Manhattan,40.78866,-73.94941,Entire home/apt,200,3,28,0.65,39945901,1,0
6288,Brooklyn,40.684020000000004,-73.94164,Entire home/apt,69,1,40,0.83,5050537,1,0
42001,Manhattan,40.80761,-73.94305,Shared room,150,2,0,,2603586,1,0
30063,Manhattan,40.75546,-73.99582,Entire home/apt,180,3,31,1.98,171939378,2,0
8721,Manhattan,40.75335,-73.99525,Shared room,180,3,2,0.76,4316973,1,0
48231,Brooklyn,40.70567,-73.92359,Shared room,70,2,0,,40984551,1,0
13886,Brooklyn,40.67546,-73.97528,Private room,350,365,0,,3710888,1,1
28369,Brooklyn,40.6717,-73.93593,Shared room,120,6,0,,77181668,1,0
10530,Manhattan,40.76145,-73.98555999999999,Private room,203,30,0,,30283594,121,1
22275,Brooklyn,40.58092,-73.96139000000001,Entire home/apt,57,1,1,0.17,119523037,4,0
39178,Brooklyn,40.68548,-73.93145,Shared room,90,3,2,2.0,1313385,1,0
18157,Queens,40.7708,-73.90035999999999,Private room,70,3,23,0.66,75480489,1,1
36881,Queens,40.75736,-73.92161999999999,Entire home/apt,130,2,5,2.34,1601321,1,0
16201,Brooklyn,40.69313,-73.93543000000001,Shared room,60,2,59,1.56,3389514,1,0
5354,Manhattan,40.769079999999995,-73.98483,Shared room,87,30,5,0.1,1475015,52,1
11754,Queens,40.742709999999995,-73.92493,Entire home/apt,74,2,6,0.13,47594947,1,0
35281,Manhattan,40.75435,-73.99744,Private room,90,4,6,0.56,28190490,1,0
41894,Brooklyn,40.71263,-73.9581,Entire home/apt,150,2,6,1.5,224666178,1,0
9409,Queens,40.73859,-73.78891,Private room,59,3,4,0.09,3415,1,1
45631,Manhattan,40.74743,-73.99136,Private room,440,2,1,0.61,184506477,1,0
39917,Manhattan,40.75943,-74.00018,Entire home/apt,99,3,6,1.02,90818631,1,0
7084,Brooklyn,40.71577,-73.94604,Private room,90,3,0,,2638171,1,1
36577,Queens,40.75914,-73.83352,Entire home/apt,70,1,5,0.82,190324721,4,0
19339,Brooklyn,40.69468,-73.99327,Private room,100,3,24,0.72,2000143,1,0
26872,Brooklyn,40.64162,-73.90915,Private room,80,3,1,0.05,148237535,4,1
25063,Brooklyn,40.67201,-73.9593,Entire home/apt,200,1,25,1.07,10595388,1,0
36616,Manhattan,40.76129,-73.9943,Private room,250,1,4,0.44,67186748,1,1
36056,Brooklyn,40.71257,-73.94946,Entire home/apt,95,2,32,3.38,20990306,2,0
42050,Brooklyn,40.676390000000005,-73.94785,Entire home/apt,102,3,7,1.72,8960858,1,0
44799,Queens,40.7708,-73.93084,Shared room,78,3,0,,17622034,1,0
37283,Brooklyn,40.65931,-73.95371,Entire home/apt,150,5,5,0.68,29746291,1,0
9091,Brooklyn,40.69467,-73.93333,Entire home/apt,61,2,29,0.59,12906455,1,0
43235,Brooklyn,40.70855,-73.94991999999999,Shared room,210,2,0,,243489234,1,0
31422,Brooklyn,40.659259999999996,-73.96252,Private room,100,3,14,0.98,111938058,1,1
47531,Brooklyn,40.69554,-73.92511,Private room,130,1,0,,106798652,2,1
43604,Bronx,40.8667,-73.89115,Entire home/apt,70,1,5,1.76,51614766,1,1
42129,Manhattan,40.76168,-73.9996,Private room,350,30,0,,30283594,121,1
46795,Manhattan,40.80485,-73.9581,Private room,88,30,0,,266726110,7,1
30348,Manhattan,40.80899,-73.94225,Private room,80,4,1,0.06,9241743,1,1
20254,Brooklyn,40.69097,-73.93611999999999,Entire home/apt,77,2,51,3.1,67523,1,0
16911,Manhattan,40.74562,-73.98538,Private room,79,99,0,,18655157,3,1
35907,Brooklyn,40.68036,-73.99247,Entire home/apt,180,3,4,0.53,127250744,1,0
15261,Manhattan,40.85264,-73.92976,Entire home/apt,60,5,16,0.41,65217454,1,0
33655,Brooklyn,40.69227,-73.92520999999999,Entire home/apt,44,5,3,0.25,19704368,1,0
6103,Brooklyn,40.71156,-73.95826,Entire home/apt,80,2,108,1.93,10304755,2,0
39391,Queens,40.74942,-73.91490999999999,Entire home/apt,60,2,4,2.55,191324,2,0
5873,Brooklyn,40.68206,-73.95441,Shared room,80,2,100,1.73,20243795,3,1
28952,Manhattan,40.76683,-73.96866999999999,Private room,1046,1,10,0.54,157757066,1,1
45062,Manhattan,40.75697,-73.96311999999999,Private room,340,30,0,,236572440,2,1
39912,Manhattan,40.76024,-73.97483000000001,Entire home/apt,1999,1,0,,26556695,6,1
18013,Brooklyn,40.66414,-73.98507,Shared room,179,2,16,0.45,67252331,1,0
5117,Brooklyn,40.68908,-73.92893000000001,Private room,250,2,0,,378737,1,1
45239,Brooklyn,40.63275,-74.02946,Shared room,35,7,2,1.4,24482415,1,0
2393,Manhattan,40.74542,-73.98205,Private room,80,1,66,0.89,6444977,1,1
3866,Brooklyn,40.68172,-73.93236,Private room,500,1,11,0.19,5535265,1,1
44442,Bronx,40.86209,-73.84666999999999,Private room,20,1,0,,27537930,1,0
6960,Manhattan,40.74481,-74.00148,Entire home/apt,549,4,17,0.33,25720293,3,0
20344,Brooklyn,40.72547,-73.94595,Shared room,50,8,1,0.16,40230231,1,0
23506,Brooklyn,40.67249,-73.8782,Private room,52,1,13,0.53,44547688,2,1
37315,Queens,40.75918,-73.93299,Entire home/apt,120,1,30,3.66,219720888,1,0
20214,Brooklyn,40.64745,-73.96207,Entire home/apt,72,1,15,3.13,105572605,1,0
37664,Brooklyn,40.70774,-73.9445,Entire home/apt,100,2,21,2.75,224575394,1,0
24319,Brooklyn,40.68652,-73.91365,Shared room,50,1,0,,9864136,26,1
1582,Manhattan,40.82655,-73.93943,Private room,79,3,19,0.3,3715319,1,1
26662,Manhattan,40.74839,-73.97683,Private room,195,30,0,,120762452,50,1
26892,Queens,40.70259,-73.81415,Private room,135,1,0,,134184451,18,1
16302,Brooklyn,40.69832,-73.92622,Entire home/apt,59,2,177,4.74,2689908,1,0
5413,Manhattan,40.78099,-73.97416,Private room,150,3,50,0.85,2045335,1,1
29434,Manhattan,40.71953,-74.00401,Shared room,490,14,14,0.81,3231509,4,1
15867,Manhattan,40.76297,-73.96252,Private room,225,30,1,0.05,22541573,87,1
31791,Manhattan,40.75028,-73.97702,Private room,210,30,1,0.08,120762452,50,1
22728,Manhattan,40.75358,-73.9919,Private room,99,1,1,0.08,2845,2,1
35109,Queens,40.6959,-73.84868,Entire home/apt,51,7,3,1.0,210218941,1,0
41354,Manhattan,40.81384,-73.95315,Private room,69,2,1,0.39,57049951,9,1
27320,Manhattan,40.76132,-73.99298,Entire home/apt,133,30,2,0.11,61391963,91,0
27089,Manhattan,40.75873,-73.99041,Shared room,143,3,18,0.89,382836,4,1
37391,Queens,40.69161,-73.76326,Shared room,298,2,12,1.51,220762164,4,1
22051,Brooklyn,40.58017,-73.9616,Entire home/apt,50,1,1,0.05,119523037,4,0
47490,Manhattan,40.748490000000004,-73.97708,Shared room,140,3,1,1.0,2448443,1,0
28353,Brooklyn,40.688309999999994,-73.99159,Shared room,200,2,1,1.0,338921,1,0
2618,Manhattan,40.73268,-74.00314,Private room,800,1,2,0.03,176903,2,1
2990,Queens,40.76549,-73.92934,Private room,100,3,4,0.07,8783166,2,1
